term;term.soort;term.status;bron;term.nummer;scope_note
Gildestraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2876;""
Wervik;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1026806;""
Stoppelstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3125;""
Conduitsteeg (Gent);geografisch trefwoord;niet gedefinieerd;"";"";""
Kortrijksepoortstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3075;""
wijnpipet;objectnaam;niet gedefinieerd;De identificatiekamer van Het Huis van Alijn;"";"Om een kwaliteitsvolle wijn te maken is heel wat vakkennis en geduld nodig. Alle stappen in de bereiding, zowel het oogsten en kneuzen van de druiven en het bottelen van de wijn vereisen heel wat deskundigheid. Cruciaal bij de vinificatie is het gisten van de geperste druiven. Om het verloop van het gistingsproces op te volgen, worden wijnstalen uit de fust of ton genomen. Het nemen van stalen gebeurt met een wijnpipet. Omdat men hiermee telkens wijn uit de vaten neemt, wordt het pipet ook wel ""wijndief"" genoemd. Bij het nemen van stalen controleert men het gistingsproces. Indien nodig kan men alsnog ingrijpen om de smaak en de kwaliteit van de wijn te optimaliseren."
gipsafgietsel;objectnaam;niet gedefinieerd;Van Dale, 2.2, 2000$HVA;"";Gipsen afbeelding van een voorwerp.
plateau (houder);objectnaam;non-descriptor;"";"";""
ontromer;objectnaam;niet gedefinieerd;Jan Raymaekers$Centrum voot Agrarische Landbouw;"";Met een ontromer wordt de room van de ondermelk gescheiden. Met de vette room werd dan boter gemaakt (eerste helft 20ste eeuw).
schoenpasser;objectnaam;non-descriptor;"";"";""
onderstel;objectnaam;niet gedefinieerd;Van Dale, 2.2, 2000;"";Dat gedeelte van een voorwerp waarop het bovengedeelte rust.
scheerriem;objectnaam;non-descriptor;"";"";""
karn;objectnaam;non-descriptor;"";"";""
rollied;objectnaam;niet gedefinieerd;DE LATTIN, A. 1943. Het marktlied. Wat de Liedjeszangers zongen,;"";""
gilette;objectnaam;non-descriptor;"";"";""
doodsbrief;objectnaam;non-descriptor;"";"";""
soepkop;objectnaam;non-descriptor;"";"";""
nagelbak;objectnaam;non-descriptor;"";"";""
duivenringer;objectnaam;niet gedefinieerd;Huis van Alijn;"";Toestel om duiven te ringen.
jachtteller;objectnaam;niet gedefinieerd;Huis van Alijn;"";Om het aantal geschoten dieren bij te houden, heeft de jager soms een jachtteller bij. Dit wordt niet courant gebruikt, maar is eerder een luxueus gadget. De jager duidt met deze teller aan hoeveel dieren hij heeft geschoten. Op die manier weet men hoeveel fazanten, patrijzen, konijnen en hazen men moet zoeken.
reus;onderwerp$objectnaam;descriptor;http://vocab.getty.edu/aat/;300380125;Wezens uit de Griekse mythologie en andere bronnen met een menselijke vorm maar een bovenmenselijk formaat. Ze komen veel voor in mythische en pseudohistorische tradities, alsmede in romantische fictie. 
haarnet;objectnaam;non-descriptor;"";"";""
van Hazenburg;onderwerp;niet gedefinieerd;"";"";""
Landen;geografisch trefwoord;niet gedefinieerd;"";"";""
Maaseik;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7007951;""
Zelzate;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;1026824;""
Coupure (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3024;""
Ekkergemstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3028;""
Lange Violettestraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2781;""
Zaaimanstraat (Gent);geografisch trefwoord;niet gedefinieerd;"";"";Straat ondertussen verdwenen
hoofddoek;onderwerp;descriptor;http://vocab.getty.edu/aat/;300213003;""
Wellingstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3139;""
Grauwpoort (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2744;""
Ham (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2748;""
diktepasser;objectnaam;non-descriptor;"";"";""
rouwbrief;objectnaam;descriptor;https://www.wikidata.org/entity/;Q2910075;Brief van kennisgeving van het overlijden van iemand, gewoonlijk met zwarte omranding.
puntzak;objectnaam;niet gedefinieerd;Van Dale;"";Driehoekige papieren of plastic zak.
plaat (plat object);objectnaam;descriptor;http://vocab.getty.edu/aat/;300247625;"Wordt gebruikt voor brede, platte, enigszins dikke en meestal onbuigzame voorwerpen; dikker dan bladen, breder dan latten of planken."
wasbekken;objectnaam;non-descriptor;"";"";""
portretplaatje;objectnaam;non-descriptor;"";"";""
portretplaat;objectnaam;non-descriptor;"";"";""
emailportret;objectnaam;non-descriptor;"";"";""
graffoto;objectnaam;non-descriptor;"";"";""
grafzerkenfoto;objectnaam;non-descriptor;"";"";""
porseleinfoto;objectnaam;non-descriptor;"";"";""
schuttersgilde;onderwerp;descriptor;https://www.wikidata.org/entity/;Q2260125;Schutterij. Vereniging waarvan de leden zich gezamenlijk in het schieten en de wapenhandel oefenen.
schommelwieg;objectnaam;descriptor;http://vocab.getty.edu/aat/;300164535;""
rondwieltje;objectnaam;non-descriptor;"";"";""
LB.ALG;CLASS;niet gedefinieerd;"";"";""
lampetkom;objectnaam;non-descriptor;"";"";""
antiseptique;objectnaam;non-descriptor;"";"";""
makronkast;objectnaam;non-descriptor;"";"";""
makaronkast;objectnaam$onderwerp;niet gedefinieerd;Huis van Alijn;"";"De makaronkast of ‘makroenkasse’ was een typisch Gents spel dat eind 19de-begin 20ste eeuw bijzonder populair was. Venters trokken ermee naar cafés, naar de kermis en naar de Gentse Feesten. Het spel bestaat uit een houten bak met een rad. Tegen betaling mocht men aan het rad draaien en voor één cent een kleur bepalen, voor vijf cent een groot of klein vlak. Indien de pijl het vooraf bepaalde kleur aanduidde, dan won men hazelnootjes. Stond de pijl op het aangeduide vlak, dan won men de hoofdprijs: een vel met vierentwintig makarons. Makarons zijn koekjes op basis van amandelen en vanille. Deze koekjes werden in de bak onder het rad gestopt. De venter met de makaronkast had ook zijn trucjes om zo veel mogelijk winst te maken. Omdat niet alle vlakken even groot waren, kozen de mensen liefst een groot vlak. Normaal is de kans groter dat de pijl op deze grotere vlakken stopt. Dit bleek hier echter niet zo te zijn; de nageltjes aan de rand van de kleurvlakken waar de pijl tegen tikt, zijn net voor de grotere kleurvlakken meer naar het middelpunt toe aangebracht, waardoor de pijl vaker op de kleine kleurvlakken stopte."
rugkrabber;objectnaam;niet gedefinieerd;Van Dale, 1984.;"";"Voorwerp in de vorm van een soort harkje, van been, ivoor, kunststof, om zich mee op de rug te krabben.
"
bedevaartprentje;objectnaam;non-descriptor;"";"";""
mascararoller;objectnaam;non-descriptor;"";"";""
wijwaterbekken;objectnaam$onderwerp;non-descriptor;"";"";""
evenwichtsrol;objectnaam;niet gedefinieerd;Huis van Alijn;"";Rol die circusartiesten gebruiken om evenwichtskunsten op uit te voeren.
reliekenschrijn;objectnaam;non-descriptor;"";"";""
sabel;onderwerp$objectnaam;non-descriptor;"";"";""
schild (harnas);objectnaam;descriptor;http://vocab.getty.edu/aat/;300036869;Algemene term voor harnasstukken die in de hand of op de arm worden gedragen en worden gebruikt om stoten van een tegenstander af te weren of bescherming te bieden tegen projectielen. Ze hebben door de geschiedenis heen overal in de wereld bestaan in vele afmetingen, vormen en materialen.
ex-scripta;objectnaam;niet gedefinieerd;"";"";""
Zandpoortstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2993;""
Brandstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3015;""
ijzervijl;objectnaam;non-descriptor;"";"";""
Papegaaistraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3099;""
pax;objectnaam;non-descriptor;"";"";""
reliekenwindsel;objectnaam;non-descriptor;"";"";""
Sluizeken-Tolhuis-Ham (Gent);geografisch trefwoord$plaats;descriptor;https://id.erfgoed.net/themas/;2826;""
Gouvernementstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2879;""
Ketelvest (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3068;""
Kapittelstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2907;""
Dierentuinlaan (Gent);geografisch trefwoord;niet gedefinieerd;"";"";""
Walpoortstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3138;""
vinkensport;onderwerp;niet gedefinieerd;Van Dale;"";Wedstrijden voor zangvinken.
ambroliet;materiaal;niet gedefinieerd;"";"";""
Kortedagsteeg (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2918;""
mica;materiaal;descriptor;http://vocab.getty.edu/aat/;300011124;""
Raapstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2803;""
Gewad (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2739;""
Brouwersstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3017;""
Zandberg (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2992;""
Groentenmarkt;geografisch trefwoord;non-descriptor;"";"";""
Dilbeek;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;1026397;""
Sint-Annaplein (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2754;""
Tinnenpotstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2834;""
Sint-Salvatorstraat (Gent);geografisch trefwoord$onderwerp;descriptor;https://id.erfgoed.net/themas/;2822;""
Edward Anseeleplein (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2867;""
Pekelharing (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3100;""
Casinoplein (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3020;""
Wispelbergstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3143;""
Korenlei (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2914;""
Meerhem (Gent);geografisch trefwoord$onderwerp;descriptor;https://id.erfgoed.net/themas/;13962;""
Raas van Gaverestraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3106;""
Willem de Beersteeg (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2990;""
prikker;objectnaam;niet gedefinieerd;Van Dale;"";Kort gepunt stokje waaraan een bitterballetje, stukje kaas, borrelhapje wordt geprikt.
Koningstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2912;""
Kouterdreef;geografisch trefwoord;non-descriptor;"";"";""
Sint-Amandstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3117;""
Speldenstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2972;""
Oostkerke;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7008893;""
leurder;beroep$onderwerp;niet gedefinieerd;"";"";""
makaronventer;beroep;niet gedefinieerd;"";"";""
Koophandelsplein (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2913;""
Blaisantvest (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;16630;""
spanraam;objectnaam;descriptor;http://vocab.getty.edu/aat/;300022630;Voorwerpen of apparaten die worden gebruikt voor het strekken van stof of andere zaken zodat deze worden gespannen. De benaming wordt vooral gebruiktom te verwijzen naar frames waarop canvas of ander textiel wordt gespannen om erop te schilderen, waarbij de verstek gezaagde hoeken uit elkaar kunnen worden geduwd door wiggen of andere voorwerpen om het textiel goed te kunnen strekken. Gebruik 'spanklemmen' voor frames die canvas of ander textiel ondersteunen, zonder verstelbare hoeken.
Schouwburgstraat (Gent);geografisch trefwoord;niet gedefinieerd;"";"";""
Sint-Kristoffelstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2817;""
Sint-Agnetestraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3116;""
Garenmarkt (Gent);geografisch trefwoord;niet gedefinieerd;https://id.erfgoed.net/themas/;2867;Huidige Edward Anseeleplein
Veerstraat (Drongen);geografisch trefwoord;niet gedefinieerd;"";"";""
Driesstraat (Ledeberg);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3337;""
Handelsdok (Gent);geografisch trefwoord;niet gedefinieerd;"";"";""
ambacht en handel;"";niet gedefinieerd;"";"";""
zuurtjesfles;objectnaam;non-descriptor;"";"";""
karn (bokaal);objectnaam;niet gedefinieerd;MOT;"";"Werktuig waarmee men melk opklopt om er zo de boterdelen uit te halen. Het bestaat uit een glazen recipiënt (ca. 10cm breed; ca. 15-20cm hoog) waarin één of meerdere houten of metalen schoepjes zitten, die in beweging gebracht worden door een houten of metalen zwengel.

"
ambacht/schoenmaker;collectie;niet gedefinieerd;"";"";""
geboortepenning;objectnaam;niet gedefinieerd;SKKN$MOVE;"";Koperen of edelmetalen penning met naam en data geslagen ter herinnering aan de geboorte van een kind.
Diana;onderwerp;niet gedefinieerd;"";"";""
schroevendraaier;objectnaam;descriptor;http://vocab.getty.edu/aat/;300024704;Werktuig om schroeven aan en los te draaien. Het is in beginsel een plat metalen staaf(je) van 3-20 cm met dubbele stompe vouw of een kruis aan een uiteinde, waarvan de breedte en de dikte overeenkomen met deze van een schroefkop. Dat staafje steekt meestal in een recht houten of plastic hecht van 5-50 cm, soms in een kruk, uitzonderlijk krijgt het het uitzicht van een borstavegaar(1). Het kan ook in een booromslag (zie glossarium) bevestigd worden. Er bestaan allerlei vormen van staafjes en van hechten naargelang van het werk en de eisen van de vakman. Een bijzonder model bestaat uit een hol hecht of kruk, met verschillende verwisselbare losse bladen.
hakbijl;objectnaam;non-descriptor;"";"";""
Knokke;geografisch trefwoord$onderwerp;descriptor;http://vocab.getty.edu/tgn/;7242293;""
Belgradostraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2712;""
schoenmakershamer;objectnaam;niet gedefinieerd;MOT;"";Hamer met ronde bolle baan en platte gebogen pen. De pen loopt wijd uit en buigt op het uiteinde weer iets naar boven. Het vlak van de baan staat niet verticaal, maar is iets naar beneden gericht. Het werktuig heeft een korte steel (ca. 20cm). De schoenmaker gebruikt deze hamer om vochtig of droog leder te kloppen en in vorm te slaan. Daarom heeft deze hamer een zware kop (ca. 500gr). Naarmate dat de schoen meer vorm krijgt, wordt de hamer aangewend om de schuinaflopende leest van een schoen dicht tegen het bovenleder te kloppen en dit terwijl de zool nog vochtig is. De hamer dient ook om het geleng van een schoen met hoge hakken uit te hameren. [MOT]
flessenkurker;objectnaam;descriptor;http://vocab.getty.edu/aat/;300411587;"Met een flessenkurker kan men flessen kurken. Het is een houten of metalen holle cilinder met een staaf erin waarop geklopt wordt. De kurk wordt langs boven in de flessenkurker, die naar beneden toe smaller toeloopt, gestopt en door een krachtige slag op de kop van de flessenkurker wordt de kurk in de fles geslagen. De kurk wordt gekookt zodat hij makkelijker door de flessenkurker en in de hals van de fles kan. (MOT)
Toestel om kurk in een fles te duwen of slaan. (AAT)"
uniformpet;objectnaam;non-descriptor;AAT$Van Dale;N195;Pet die deel uitmaakt van een uniform.
zeppelin;onderwerp;descriptor;http://vocab.getty.edu/aat/;300212908;"Luchtschepen van het stijve type die bestaan uit een overdekt, versterkt raamwerk dat wordt gedragen door compartimenten of cellen die zijn gevuld met gas; rond 1900 in Duitsland ontwikkeld."
grammofoon;objectnaam$onderwerp;non-descriptor;"";"";""
componist;rol$beroep$onderwerp;descriptor;http://vocab.getty.edu/aat/;300025671;""
luidspreker;objectnaam;descriptor;http://vocab.getty.edu/aat/;300250653;Toestel dat langs elektronische weg versterkt geluid verspreidt.
Marialand (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3087;""
speldenkoker;objectnaam;non-descriptor;"";"";""
peisberd;objectnaam;non-descriptor;"";"";""
châtelaine;objectnaam;non-descriptor;"";"";""
hangklok;objectnaam;non-descriptor;"";"";""
broche;objectnaam;non-descriptor;"";"";""
harmonica;objectnaam;niet gedefinieerd;Van Dale;"";Muziekinstrument dat bestaat uit twee toetsenborden en een balg waarbij de lucht bij het in- en uitschuiven stalen veren in trilling brengt en dat bij induwen en uittrekken tonen van verschillende hoogte geeft.
oorbel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300045998;Sieraad, oorspronkelijk min of meer in de vorm van een belletje, thans in allerlei vormen, dat men in het oor draagt of dat met een klemmetje aan het oor wordt vastgezet.
centrale;filiaal;niet gedefinieerd;"";"";""
lijkkoets;"";niet gedefinieerd;"";"";""
Gillis Coppinsstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2741;""
tent;onderwerp;descriptor;http://vocab.getty.edu/aat/;300005694;Wordt gebruikt voor opvouwbare onderdaken van tentdoek, huiden, plastic of andere soepele en waterafstotende materialen die strak worden gespannen en ondersteund door palen, meestal vastgezet met touwen aan haringen die in de grond zijn gedreven.
kruidenpot;objectnaam;niet gedefinieerd;Huis van Alijn;"";Houder (pot) waarin kruiden worden bewaard.
Tweekerkenstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3132;""
Sint-Martensstraat (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2967;""
Nederkwaadham (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2932;""
huwelijkskist;onderwerp;non-descriptor;"";"";""
boerderij;onderwerp;descriptor;http://vocab.getty.edu/aat/;300000206;Complexen waar planten worden verbouwd of dieren gefokt voor levensonderhoud of handel.
Ukkel;plaats$geografisch trefwoord$onderwerp;descriptor;http://vocab.getty.edu/tgn/;7008815;""
Nieuwerkerken;plaats;niet gedefinieerd;"";"";""
roeisport;onderwerp;niet gedefinieerd;"";"";""
diakijker;objectnaam;non-descriptor;"";"";""
Ganshoren;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7008823;""
spuit (medische uitrusting);objectnaam$onderwerp;niet gedefinieerd;AAT;"";""
Paris;plaats$geografisch trefwoord$onderwerp;non-descriptor;"";"";""
struifvogel;objectnaam$onderwerp;niet gedefinieerd;Sportimonium$http://www.bop.vgc.be/tijdschriften/wablieft/wab481/Wa481idk4.tx$Huis van Alijn;"";"Een struifvogel is een grote vogel van hout. Dikwijls is hij mooi
uitgesneden en beschilderd. Hij hangt aan een kabel vast aan een balk
of het plafond. In de bek van de vogel past een metalen pijltje.
Achteraan heeft de vogel een leren riempje. Daaraan wordt de vogel
vastgehouden. De speler stapt achteruit met de vogel. Daarna laat hij
de vogel los. Hij moet het pijltje in een roos of 'blazoen' mikken.
Hoe dichter bij de roos, hoe meer punten."
Mechelen;geografisch trefwoord$plaats$onderwerp;descriptor;http://vocab.getty.edu/tgn/;7008736;""
Vlaanderen;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7018236;""
Lier;geografisch trefwoord$plaats$onderwerp;descriptor;http://vocab.getty.edu/tgn/;7016996;""
Merendree;plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7252125;""
clysmaspuit;objectnaam;non-descriptor;"";"";""
Andenne;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7007854;""
kersenhout;materiaal;descriptor;http://vocab.getty.edu/aat/;300012403;""
kunsthars;materiaal;niet gedefinieerd;"";"";""
Bree;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;1026358;""
Chingagook;onderwerp;niet gedefinieerd;"";"";""
staatsman;onderwerp;niet gedefinieerd;"";"";""
vertaler;rol;descriptor;http://vocab.getty.edu/aat/;300025601;""
postkolonialisme;onderwerp;niet gedefinieerd;"";"";""
verkoper;onderwerp;descriptor;http://vocab.getty.edu/aat/;300150791;""
arbeid;onderwerp;descriptor;http://vocab.getty.edu/aat/;300263340;Menselijke activiteit die de goederen voortbrengt of de diensten verzorgt die in een economie worden gevraagd. Gebruik ‘arbeiders’ voor de mensen die arbeid verrichten.
militie;onderwerp;descriptor;http://vocab.getty.edu/aat/;300250737;Georganiseerde korpsen bestaande uit vrijwillige, part-time werkende burgers met beperkte militaire training, die in hun vrije tijd beschikbaar zijn voor noodsituaties, gewoonlijk voor de lokale verdediging en het bewaren van de vrede of ter aanvulling van de reguliere strijdmacht.
kindertijd;onderwerp;niet gedefinieerd;http://vocab.getty.edu/aat;300189588;De eerste fase in de ontwikkeling van een levend wezen.
plechtige communie;"";niet gedefinieerd;Van Dale;"";Eertijds feestelijke communie van de kinderen omstreeks het elfde jaar.
geboorte;onderwerp;descriptor;http://vocab.getty.edu/aat/;300069672;""
dood;onderwerp$gebeurtenis;descriptor;http://vocab.getty.edu/aat/;300151836;In de toestand die intreedt bij het eindigen van het leven.
linnen;materiaal$onderwerp;descriptor;http://vocab.getty.edu/aat/;300014069;""
Saint-Omer;geografisch trefwoord;niet gedefinieerd;"";"";""
Pyreneeën;geografisch trefwoord;niet gedefinieerd;"";"";""
Jumet;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;1026520;""
Circus Bux;"";niet gedefinieerd;"";"";""
steunkruk;objectnaam$onderwerp;non-descriptor;"";"";""
Oudegem;plaats;descriptor;http://vocab.getty.edu/tgn/;7249230;""
St.-Omer;geografisch trefwoord;niet gedefinieerd;"";"";""
hars;materiaal;descriptor;http://vocab.getty.edu/aat/;300012882;""
kegel (spel);objectnaam;descriptor;http://vocab.getty.edu/aat/;300212353;Kegels voor het kegelspel. (aat)
lotingtrommel;objectnaam$onderwerp;niet gedefinieerd;HVA;"";In gebruik om de lotelingen voor het leger toe te laten een goed of slecht nummer te trekken.
Solingen;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7004940;""
amber;materiaal;descriptor;http://vocab.getty.edu/aat/;300012934;""
Kantienberg (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;3061;""
lavementkan;objectnaam;non-descriptor;"";"";""
sterrenkijker;onderwerp;niet gedefinieerd;"";"";""
Anderlecht;plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7007855;""
schoppenmes;objectnaam;non-descriptor;"";"";""
glas-in-lood-raam;objectnaam;descriptor;http://vocab.getty.edu/aat/;300121827;Stukken glas, meestal in de vorm van een rechthoek of een ruit, die in loden glaslijsten worden geplaatst om een raam te vormen.
glasraam;objectnaam;descriptor;http://vocab.getty.edu/aat/;300417960;Raam met gebrandschilderd glas.
reliekenmedaillon;objectnaam;non-descriptor;"";"";""
heiligenbeeld;objectnaam;descriptor;http://vocab.getty.edu/aat/;300390945;Devotiebeeld dat een heilige voorstelt. (MovE)
reliekenkruis;objectnaam;non-descriptor;"";"";""
beiaard;objectnaam;non-descriptor;"";"";""
reliekzakje;objectnaam;non-descriptor;"";"";""
reliekenbeurs;objectnaam;non-descriptor;"";"";""
reliekenbursa;objectnaam;non-descriptor;"";"";""
stupa;objectnaam;non-descriptor;"";"";""
reliekendoos;objectnaam;non-descriptor;"";"";""
reliekenoog;objectnaam;non-descriptor;"";"";""
reliekenbeeld;objectnaam;non-descriptor;"";"";""
scheergerei;objectcategorie;niet gedefinieerd;"";"";""
reliekensieraad;objectnaam;non-descriptor;"";"";""
haarlint;objectnaam;non-descriptor;"";"";""
reliekenomslag;objectnaam;non-descriptor;"";"";""
reliekkist;objectnaam;non-descriptor;"";"";""
kaartenboek;objectnaam$onderwerp;non-descriptor;"";"";""
relikwiehouder;objectnaam;non-descriptor;"";"";""
wijwatersprenkelaar;objectnaam;niet gedefinieerd;SKKN$MOVE;"";Stok, waarop een bolvormig, aan de bovenzijde geperforeerd wijwaterreservoirtje is bevestigd. In dit reservoirtje zit een spons. Dient voor besprenkelingen met wijwater. Wordt ook aspersorium genoemd.
wijwaterfles;objectnaam;niet gedefinieerd;HVA;"";Fles waarin wijwater wordt bewaard.
spijskaart;objectnaam;non-descriptor;"";"";""
gekleed beeld;objectnaam;non-descriptor;"";"";""
reliek;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300250795;Object, bijvoorbeeld deel van een lichaam en kledingsstuk of persoonlijk gebruiksvoorwerp, die toebehoorde aan of werd geassocieerd met een heilige, martelaar of een ander heilig persoon en die wordt bewaard en vereerd.
geschiedenis;onderwerp;niet gedefinieerd;"";"";""
model (representatie);objectnaam;non-descriptor;"";"";""
medische instrumenten;objectcategorie;descriptor;http://vocab.getty.edu/aat/;300247523;""
paternoster;objectnaam;niet gedefinieerd;MOVE$SKKN;"";Bidsnoer, meestal bestaande uit vijf of vijftien maal tien kleine kralen, onderbroken door vijf grote kralen en een 'staart' van twee grote en drie kleine kralen en een kruisje. Het doet dienst als teller voor het juiste aantal gebeden van de rozenkrans: vijftien onzevaders, gevolgd door vijftien maal tien weesgegroeten ter ere van Maria.(SKKN: def. rozenkrans!!)
doopschaal (liturgisch vat);objectnaam;niet gedefinieerd;MOVE$SKKN;"";Schalen, meestal rond, gebruikt in de protestantse eredienst bij de toediening van het doop.
gek;onderwerp;niet gedefinieerd;"";"";""
Londen;geografisch trefwoord$plaats$onderwerp;descriptor;http://vocab.getty.edu/tgn/;7011781;""
Congo;geografisch trefwoord$onderwerp;descriptor;http://vocab.getty.edu/tgn/;1000158;""
grafkruis;objectnaam;descriptor;http://vocab.getty.edu/aat/;300391173;Kruis op grafmonument.
voordraagkruis;objectnaam;non-descriptor;"";"";""
inribordje;objectnaam;non-descriptor;"";"";""
Christusbeeld;objectnaam;non-descriptor;"";"";""
Ajuinlei (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2846;""
rammelaar (speelgoed);objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300395572;"Stuk speelgoed voor zeer jonge kinderen, gewoonlijk bestaande uit een hol voorwerp (dat ofwel kan worden opgehangen ofwel aan een handvat kan worden vastgehouden) waarin zich een of meer losse balletjes bevinden. (Van Dale
Speelgoed voor zeer jonge kinderen, bestaande uit een hol voorwerp waarin zich 1 of meer losse balletjes bevinden. (AAT)"
Poeljemarkt (Gent);geografisch trefwoord;niet gedefinieerd;"";"";""
Woodrow Wilsonplein (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2843;""
Zuivelbrugstraat (Gent);geografisch trefwoord;niet gedefinieerd;https://id.erfgoed.net/themas/;2996 ;""
Korenmarkt (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;2915;""
Sint-Veerleplein (Gent);geografisch trefwoord;descriptor;https://id.erfgoed.net/themas/;10643;""
Hoboken;geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7007894;""
Zaffelare;plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7258012;""
harkje;objectnaam;non-descriptor;"";"";""
reclameplaat;objectnaam;niet gedefinieerd;"";"";""
hongersnood;"";niet gedefinieerd;"";"";""
glijbaan;objectnaam;descriptor;http://vocab.getty.edu/aat/;300211246;Te gebruiken voor gladde, hellende planken of goten waarover kinderen omlaag kunnen glijden.
toiletrol;objectnaam;niet gedefinieerd;Van Dale;"";Rol toiletpapier.
St.-Genesius-Rode;geografisch trefwoord;niet gedefinieerd;"";"";""
ladyshave;objectnaam;niet gedefinieerd;Van Dale;"";Elektrisch scheerapparaat voor vrouwen, gebruikt voor het afscheren van been- en okselhaar.
winder;objectnaam;non-descriptor;"";"";""
Belingen;geografisch trefwoord;niet gedefinieerd;"";"";""
Nürnberg;geografisch trefwoord$plaats;non-descriptor;http://vocab.getty.edu/tgn/;7004334;""
Waarschoot;geografisch trefwoord$plaats$onderwerp;descriptor;http://vocab.getty.edu/tgn/;1026790;""
beautykoffer;objectnaam;non-descriptor;"";"";""
kleurstof;materiaal$onderwerp;niet gedefinieerd;"";"";""
