term;term.soort;term.status;bron;term.nummer;scope_note
eetlepel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300266657;""
tafelvork;objectnaam;descriptor;http://vocab.getty.edu/aat/;300255591;Grote vorken in een couvert die worden gebruikt voor het nuttigen van het hoofdgerecht van een maaltijd. 
stormlamp;objectnaam;descriptor;"";"";""
koffielepel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300199905;Kleine lepels ter grootte van chocoladelepels die worden gebruikt voor het roeren van koffie die in espressokopjes wordt geserveerd. Vaak decoratief en in sets verkocht.
dessertlepel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300043159;""
vork;objectnaam;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300043099$Q81881;""
sauslepel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300207656;Kleine lepels die voornamelijk worden gebruikt voor het opdienen van sauzen. Ze zijn in het algemeen kleiner dan juslepels en maken soms deel uit van een bestekcassette. 
lampas;objectnaam;descriptor;https://www.wikidata.org/entity/;Q2269650;""
salade lepel;objectnaam;niet gedefinieerd;"";"";""
salade vork;objectnaam;descriptor;http://vocab.getty.edu/aat/;300435035;""
zoutstrooier;objectnaam;descriptor;http://vocab.getty.edu/aat/;300043088;""
kaarsenpan;objectnaam;non-descriptor;"";"";""
lampion;objectnaam;descriptor;http://vocab.getty.edu/aat/;300037647;"Vast of draagbaar, beschermend en lichtdoorlatend omhulsel van een lichtbron; stevig geraamte, zijkanten van transparant glas, hoorn of opengewerkt materiaal. "
hydrometer;objectnaam;descriptor;http://vocab.getty.edu/aat/;300198627;""
letterdrukker;objectnaam;niet gedefinieerd;"";"";""
ontwikkelaar;objectnaam;descriptor;http://vocab.getty.edu/aat/;300025058;""
Bolzano;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7004967;""
fotocopieertoestel;objectnaam;non-descriptor;"";"";""
spot;objectnaam;descriptor;http://vocab.getty.edu/aat/;300180323;Verlichtingsmiddelen met een lens of lenssysteem die een geconcentreerde, sterke lichtbundel maakt.
vet;materiaal$objectnaam;descriptor;http://vocab.getty.edu/aat/;300013023;""
pompzwengel;objectnaam;niet gedefinieerd;"";"";""
videocamera;objectnaam;descriptor;http://vocab.getty.edu/aat/;300263898;In de hand gehouden, op de schouder gedragen of op een onderstel gemonteerde camera’s die gebruik maken van elektronische componenten om beelden en meestal ook geluid vast te leggen of weer te geven. 
badkraan;objectnaam;descriptor;http://vocab.getty.edu/aat/;300079037;""
zilverbon;objectnaam;kandidaat;"";"";""
krulstok;objectnaam;descriptor;"";"";""
kolenkit;objectnaam;descriptor;http://vocab.getty.edu/aat/;300196440;""
zinkplaatnegatief;objectnaam;niet gedefinieerd;"";"";""
ets;objectnaam;descriptor;http://vocab.getty.edu/aat/;300041365;""
kopergravure;objectnaam;descriptor;http://vocab.getty.edu/aat/;300041341;Gravures waarbij de afbeelding is gesneden in een koperen plaat. 
zetplaat;objectnaam;niet gedefinieerd;"";"";""
Kessel-Lo;plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;4005645;""
zethaak;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300233631;In de hand gehouden blad waarin drukvormen worden samengevoegd voordat ze naar een grotere galei worden verplaatst. 
drukcijfers;objectnaam;niet gedefinieerd;"";"";""
voorloper;objectnaam;niet gedefinieerd;"";"";""
spies;objectnaam;descriptor;http://vocab.getty.edu/aat/;300199829;""
Bekkevoort;plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;1026320;""
ponskaartmachine;objectnaam$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300422660;""
wattmeter;objectnaam;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300199647$Q944562;""
absorptie golfmeter;objectnaam;descriptor;"";"";""
draadsterktemeter;objectnaam;descriptor;"";"";""
instrumentarium;objectnaam;niet gedefinieerd;"";"";""
Stamford (Connecticut);geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7014535;""
kostprijs;trefwoord;descriptor;https://www.wikidata.org/entity/;Q1450203;""
prikklok;objectnaam;descriptor;https://www.wikidata.org/entity/;Q1500858;""
fotozetmachine;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300234027;""
computerklavier;objectnaam;non-descriptor;"";"";""
Eschborn;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7024727;""
weerstandsbank;objectnaam;descriptor;"";"";""
conductiviteitsmeter;objectnaam;niet gedefinieerd;"";"";""
Weilheim in Oberbayern;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7012763;""
Ohio;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7007706;""
vochtigheidsmeter;objectnaam$motief;descriptor;http://vocab.getty.edu/aat/;300198996;""
pH- en milivoltmeter;objectnaam;niet gedefinieerd;"";"";""
hardheidsmeter;objectnaam;descriptor;http://vocab.getty.edu/aat/;300196866;""
galvanometer;objectnaam;descriptor;http://vocab.getty.edu/aat/;300197519;""
isolator;objectnaam;descriptor;http://vocab.getty.edu/aat/;300033472;""
lasertoestel;objectnaam;descriptor;"";"";""
metaalbewerking;techniek$motief$objectcategorie$onderwerp;descriptor;http://vocab.getty.edu/aat/;300053946;De handeling of het procedé van het vormen van voorwerpen uit metaal of het versieren met metaal. 
meetontvangstversterker;objectnaam;niet gedefinieerd;"";"";""
leest;objectnaam;descriptor;http://vocab.getty.edu/aat/;300022925;""
rozet passement;objectnaam;descriptor;"";"";""
petroleumverlichting;objectcategorie$onderwerp;descriptor;"";"";""
kaarsverlichting;objectcategorie$onderwerp;descriptor;"";"";""
rolschaats;objectnaam;descriptor;http://vocab.getty.edu/aat/;300229601;""
huishoudapparaten;trefwoord$objectcategorie$onderwerp$collectie$motief;non-descriptor;"";"";""
wolkaarder;objectnaam$onderwerp;non-descriptor;"";"";""
Reutergeld;objectnaam;niet gedefinieerd;"";"";""
noodgeld;objectnaam;descriptor;http://www.wikidata.org/entity/;Q383187;""
tegoedbewijs;objectnaam;kandidaat;"";"";""
fotocopij;objectnaam;non-descriptor;"";"";""
elektronenbuis;objectnaam;descriptor;"";"";""
kathodestraalbuis;objectnaam;descriptor;https://www.wikidata.org/entity/;Q83913;""
opschik;objectnaam;niet gedefinieerd;"";"";""
Wespelaar;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7256126;""
verlichtingsarmatuur;objectnaam;descriptor;http://vocab.getty.edu/aat/;300182933;""
stolp;objectnaam;descriptor;http://vocab.getty.edu/aat/;300395601;""
looplamp;objectnaam;descriptor;"";"";""
einde 18de eeuw;periode;descriptor;"";"";""
autoradio;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300422628;""
loterijbiljet;objectnaam;descriptor;http://www.wikidata.org/entity/;Q3501786;""
verkiezingspropaganda;objectnaam;descriptor;http://vocab.getty.edu/aat/;300055539;""
vlasbewerking;motief;niet gedefinieerd;"";"";""
opschrift;soort opschrift;niet gedefinieerd;"";"";""
documentaire collectie;collectie;niet gedefinieerd;"";"";""
New York;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7007567;""
galon passement;objectnaam;descriptor;"";"";""
hoogdrukpers;objectnaam;descriptor;"";"";""
pook;objectnaam;descriptor;http://vocab.getty.edu/aat/;300298928;""
noodwoningen Albertfonds;motief$onderwerp;descriptor;"";"";""
gedrukte tekst;soort opschrift;niet gedefinieerd;"";"";""
waardebon;objectnaam;descriptor;http://vocab.getty.edu/aat/;300191365;""
doek;objectnaam;descriptor;https://www.wikidata.org/entity/$http://vocab.getty.edu/aat/;Q12321255$300014078;""
geweven;techniek;niet gedefinieerd;"";"";""
machtiging;objectnaam;niet gedefinieerd;"";"";""
attest;objectnaam;descriptor;http://vocab.getty.edu/aat/;300024841;Documenten waarin door een gezaghebbend persoon of lichaam een getuigenis wordt gegeven van een feit, van een belofte of van iemands bekwaamheid. 
stortingsbewijs;objectnaam;niet gedefinieerd;"";"";""
ontvangstbewijs;objectnaam;descriptor;http://vocab.getty.edu/aat/;300027573;Schriftelijk bewijs van het in ontvangst nemen van goederen of sommen geld die geleverd of betaald zijn.
getypte tekst;soort opschrift;niet gedefinieerd;"";"";""
keukenrobot;objectnaam$onderwerp;descriptor;"";"";""
1ste helft 20ste eeuw;periode;descriptor;https://id.erfgoed.net/thesauri/dateringen/;1067;""
mangelplank;objectnaam;descriptor;http://vocab.getty.edu/aat/;300395506;""
gashouders;trefwoord$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300266430;Grote cilindrische of bolvormige tanks met gas dat men als brandstof gebruikt.
bureelmateriaal;motief;niet gedefinieerd;"";"";""
doorgangsbewijs;objectnaam;descriptor;"";"";""
verlofbrief;objectnaam;descriptor;"";"";""
Leicester (Massachusetts);geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;2050001;""
redacteur;rol$beroep;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300025526$Q1607826;""
toverlantaarn;objectnaam;descriptor;https://www.wikidata.org/entity/;Q654393;""
Maarkedal;geografisch trefwoord$plaats;descriptor;https://www.wikidata.org/entity/;Q912099;""
koolspitsbooglamp;objectnaam;non-descriptor;"";"";""
booglamp;objectnaam;descriptor;http://vocab.getty.edu/aat/;300182923;Elektrische lampen waarin de stroom door een luchtspleet tussen twee elektrodes, meestal van koolstof, wordt geleid. De twee elektroden en de lucht in de spleet worden zo warm dat ze helder opgloeien.
rekenmachine;objectnaam$motief;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300081382$Q31087;""
koperbewerking;techniek$onderwerp;descriptor;http://vocab.getty.edu/aat/;300054047;""
technologie;trefwoord$onderwerp;descriptor;http://vocab.getty.edu/aat/;300056069;""
Offingen;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1040623;""
stadsontwikkeling;trefwoord$objectnaam$motief;non-descriptor;"";"";""
strijkglas;objectnaam;descriptor;https://www.wikidata.org/entity/;Q21044536;""
Zwijnaarde;motief$geografisch trefwoord$plaats$gebeurtenis;descriptor;http://vocab.getty.edu/tgn/;7256294;""
pijpschaar;objectnaam;descriptor;"";"";""
briefopener;objectnaam;descriptor;http://vocab.getty.edu/aat/;300259185;Instrumenten met een smal blad als van een mes en vaak met een versierd handvat, gebruikt om papier te snijden en enveloppen te openen. 
Birmingham;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7010955;""
scapuliermedaille;objectnaam;niet gedefinieerd;"";"";""
medaille;objectnaam$inscriptie positie;descriptor;https://www.wikidata.org/entity/$http://vocab.getty.edu/aat/;Q131647$300046025;""
gaas;materiaal;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300014083$Q618710;""
sterilisator;objectnaam$onderwerp;descriptor;https://www.wikidata.org/entity/;Q2345509;""
Spanje;geografisch trefwoord$plaats$land;descriptor;http://vocab.getty.edu/tgn/;1000095;""
waterketel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300195275;Afgedekte ketels om water in te koken, meestal met een korte schenktuit, een hengsel als handvat en een brede platte onderkant. Wordt vaak samen gebruikt met een theepot waarin de theeblaadjes trekken. 
beton;trefwoord$materiaal$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300010737;""
2de helft 20ste eeuw;periode;descriptor;https://id.erfgoed.net/thesauri/dateringen/;1072;""
koetsen;trefwoord;non-descriptor;"";"";""
Oostende;geografisch trefwoord$motief$plaats;descriptor;http://vocab.getty.edu/tgn/;7007967;""
inkt;trefwoord$materiaal$objectnaam;descriptor;http://vocab.getty.edu/aat/;300015012;Een vloeibare stof die wordt gebruikt voor tekeningenof overtrektekeningen. Een ondoorzichtig, doorgaans zwart pigment wordt vermengd met een oplosmiddel, zoals water, om een vloeistof te verkrijgen die met een pen of inkt kan worden aangebracht. Tot het eind van de 19de eeuw werd inkt droog aangeleverd, in de vorm van een tablet of staafje dat naar behoeven werd vermalen en opgelost in water. Aan het begin van de 20ste eeuw ging men over op bereide inkt.
scheikunde;trefwoord$motief;non-descriptor;"";"";""
glazen flesje;objectnaam;niet gedefinieerd;"";"";""
vlees;trefwoord$motief;descriptor;https://www.wikidata.org/entity/;Q10990;""
reagentiahouder;objectnaam;niet gedefinieerd;"";"";""
gasmonsternamefles;objectnaam;descriptor;"";"";""
gasdroogproefbuis;objectnaam;descriptor;"";"";""
tussenstuk;objectnaam;niet gedefinieerd;"";"";""
digesteur met koeler;objectnaam;niet gedefinieerd;"";"";""
reactievat;objectnaam;niet gedefinieerd;"";"";""
reactiekolf;objectnaam;niet gedefinieerd;"";"";""
projectietafel;objectnaam;descriptor;"";"";""
Liebigkoeler;objectnaam;niet gedefinieerd;"";"";""
scheitrechter;objectnaam;descriptor;https://www.wikidata.org/entity/;Q910239;laboratoriumglaswerk om vloeistoffen te scheiden
rondbodemkolf;objectnaam;descriptor;https://www.wikidata.org/entity/;Q911490;""
gedrukt groen;soort opschrift;niet gedefinieerd;"";"";""
boltijzer;objectnaam;niet gedefinieerd;"";"";""
apotheker;rol$beroep;descriptor;http://vocab.getty.edu/aat/;300188530;Personen die onderzoek of werkzaamheden verrichten met betrekking tot het prepareren, conserveren, samenstellen en verspreiden van geneesmiddelen. 
poeder;materiaal;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300014647$Q2908004;""
scheerzeep;objectnaam;descriptor;http://vocab.getty.edu/aat/;300265586;""
zilverpapier;materiaal;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300261762$Q1752332;""
schaats;objectnaam;descriptor;http://vocab.getty.edu/aat/;300229600;""
Itegem;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7243949;""
verf;materiaal$trefwoord$motief$objectnaam;non-descriptor;http://vocab.getty.edu/aat/;300015029;""
witmaker;objectnaam;descriptor;http://vocab.getty.edu/aat/;300379631;""
ontvlekker;objectnaam;descriptor;"";"";""
brouwerij;motief$objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300006341;""
wasbord;objectnaam;descriptor;http://vocab.getty.edu/aat/;300432604;""
wastang;objectnaam;descriptor;http://vocab.getty.edu/aat/;300428032;""
zink;materiaal$objectnaam;descriptor;http://vocab.getty.edu/aat/;300011037;""
soldeerbout;objectnaam$motief;descriptor;http://vocab.getty.edu/aat/;300023334;Gereedschap dat wordt gebruikt om metalen aan elkaar te solderen, met een wigvormig metalen deel, meestal van koper, dat wordt verhit. 
platbodemkolf;objectnaam;niet gedefinieerd;"";"";""
zuigfles;objectnaam;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300262963$Q797906;""
polijstpoeder;objectnaam;descriptor;"";"";""
Tsjechoslowakije;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1000065;""
garde;objectnaam;descriptor;http://vocab.getty.edu/aat/;300201092;""
schilderdoek;trefwoord$materiaal;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300410350$Q12321255;""
kam;objectnaam;descriptor;http://vocab.getty.edu/aat/;300236397; Voorwerpen met aan één of beide kanten een rij tanden die worden gebruikt voor het in orde brengen, ontwarren of schoonmaken van het haar. 
wafelijzer;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300200164;Apparaten die worden gebruikt voor het bakken van wafels en bestaan uit twee metalen platen die met een scharnier aan elkaar vastzitten zodat ze, als ze op elkaar worden geklapt, op elkaar aansluiten en een vierkant, rond of ovaal ontwerp in de wafel drukken tijdens het bakken
haar;materiaal$inscriptie positie;descriptor;http://vocab.getty.edu/aat/;300011814;""
ivoor;materiaal;descriptor;http://vocab.getty.edu/aat/;300011857;""
conditioneeroven;objectnaam;descriptor;"";"";""
Saint-Nicolas-d'Aliermont;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1035471;""
uitgever;rol$beroep;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300025574$Q2516866;""
spaakschaaf;objectnaam;descriptor;http://vocab.getty.edu/aat/$https://www.wikidata.org/entity/;300024099$Q2304176;Timmermansgereedschap dat wordt gebruikt om gebogen randen te vormen. Het bestaat uit een blad wat tussen twee handvatten in is bevestigd en wordt gebruikt als een trekmes of schaafgereedschap. 
slaghout;objectnaam;descriptor;http://vocab.getty.edu/aat/;300211068;Lange, uitgerekte, meestal houten sticks in verschillende maten en vormen gebruikt om ballen mee te slaan in bepaalde sporten zoals honkbal en cricket. 
mes;objectnaam$motief$inscriptie positie;descriptor;http://vocab.getty.edu/aat/;300024668;Snijgereedschap een eensnijdende kling om mee te snijden en vastgezet in een greep, ook wel 'heft' genoemd. Het gebruik varieert van het snijden van voedsel en andere materialen tot het gebruik als een wapen. de kling kan van diverse soorten metaal of andere materialen als ivoor of steen zijn gemaakt. de term verwijst ook naar gereedschap dat wel als mes gevormd is maar waarvan de kling niet scherp is, of voor snijden wordt gebruikt. 
lippenstift;objectnaam;descriptor;http://vocab.getty.edu/aat/;300236426;""
koffiemolen;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300207798;Kleine mechanische apparaten die koffiebonen vermalen. 
jeans;trefwoord$materiaal$motief$onderwerp;non-descriptor;http://vocab.getty.edu/aat/;300209918;""
afzuigkolf;objectnaam;niet gedefinieerd;"";"";""
petriplaat;objectnaam;niet gedefinieerd;"";"";""
klem;objectnaam$inscriptie positie;descriptor;http://vocab.getty.edu/aat/;300024736;Mechanische apparaten die gewoonlijk worden gebruikt om voorwerpen samen te klemmen of op de plaats te houden terwijl andere handelingen worden uitgevoerd. 
maatcilinder;objectnaam;descriptor;https://www.wikidata.org/entity/;Q213452;""
ledersnijder;objectnaam;descriptor;"";"";""
offset;techniek$associatie$objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300053279;Drukmethode waarbij de afbeelding van een plaat, blok of steen wordt overgezet op een andere laag, bijvoorbeeld van rubber, en dan op het uiteindelijke oppervlak.
scheerapparaat;objectnaam$motief$onderwerp;descriptor;http://vocab.getty.edu/aat/;300236438;Scherpe voorwerpen die met de hand worden bediend of die op elektriciteit werken en speciaal worden gebruikt voor het scheren van het gezicht en benen of het bijknippen van haar. 
medische toestellen;objectcategorie;descriptor;http://vocab.getty.edu/aat/;300247523;""
els;objectnaam;non-descriptor;"";"";""
krant;materiaalsoort$objectnaam$onderwerp$motief;descriptor;http://vocab.getty.edu/aat/;300026656;""
geëtst;soort opschrift;niet gedefinieerd;"";"";""
sedimentatietrechter;objectnaam;descriptor;"";"";""
bewaarbokaal;objectnaam;niet gedefinieerd;"";"";""
videoapparatuur;trefwoord$objectcategorie$onderwerp;non-descriptor;"";"";""
voorraadrecipient;objectnaam;niet gedefinieerd;"";"";""
gestampt in plastiek;soort opschrift;niet gedefinieerd;"";"";""
tol;objectnaam;descriptor;http://vocab.getty.edu/aat/;300180400;""
wasfles Durand;objectnaam;kandidaat;"";"";""
kolf;objectnaam;descriptor;"";"";""
distilleerkolf;objectnaam;niet gedefinieerd;"";"";""
pedaalemmer;objectnaam;descriptor;https://www.wikidata.org/entity/;Q2368358;""
tandartsstoel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300038164;""
Rochester;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7014348;""
boortoestellen tandarts;objectnaam;niet gedefinieerd;"";"";""
solarium;objectnaam;descriptor;http://vocab.getty.edu/aat/;300004179;""
Genval, België;plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;1026444;""
broodsnijmachine;objectnaam;descriptor;http://vocab.getty.edu/aat/;300418031;Handmatig of elektrisch aangedreven toestel voor het versnijden van brood.
koffiebrander;objectnaam;descriptor;http://vocab.getty.edu/aat/;300209467;Apparaten die worden gebruikt voor het branden van koffiebonen. 
temperatuurcontroller;objectnaam;niet gedefinieerd;"";"";""
bolkolf;objectnaam;niet gedefinieerd;"";"";""
horlogeglas;objectnaam;niet gedefinieerd;"";"";""
plooitang;objectnaam;descriptor;"";"";""
maatbeker;objectnaam;descriptor;http://vocab.getty.edu/aat/;300198981;Houders voor het afmeten van hoeveelheden ingrediënten, bekervormig, met schaalverdeling. 
tafelstel;objectnaam;descriptor;"";"";""
Bordeaux;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7008161;""
zilver;materiaal$objectnaam$motief;descriptor;http://vocab.getty.edu/aat/;300011029;""
hoefsmid;objectcategorie;descriptor;http://vocab.getty.edu/aat/;300025314;""
beitel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300024665;Metalen handgereedschap met aan één kant een snijkant, meestal samen met een hamer of houten hamer gebruikt. Wordt gebruikt voor behakken, vormen of bewerken van hout, steen of metaal.
transformator;objectnaam$inscriptie positie$onderwerp;non-descriptor;"";"";""
schroevendraaier;objectnaam;descriptor;http://vocab.getty.edu/aat/;300024704;"Handgereedschap met een handvat en een steel met een punt die is gevormd om in de kop van een schroef te passen. Wordt gebruikt voor indraaien en verwijderen van schroeven. 
"
batterij;objectnaam$onderwerp;descriptor;https://www.wikidata.org/entity/;Q267298;""
raspband;objectnaam;descriptor;"";"";""
riem;objectnaam;descriptor;http://vocab.getty.edu/aat/;300210002;Buigzame banden die rond het middel of de heupen worden gedragen en meestal een soort sluiting hebben, bijvoorbeeld een gesp. Worden gedragen ter decoratie, steun of om geld, documenten of dergelijke te bevatten. 
boormachine;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300024676;""
maatplaatjes;objectnaam;descriptor;"";"";""
hanglamp;objectnaam;descriptor;http://vocab.getty.edu/aat/;300037621;Lampen die zijn ontworpen om aan het plafond te hangen zodat het licht naar beneden schijnt.
mechanisch spinnen;trefwoord$onderwerp;descriptor;"";"";""
lijmpot;objectnaam;descriptor;http://vocab.getty.edu/aat/;300215556;Houders voornamelijk bestemd voor lijm, of houders waarin lijm wordt gesmolten. 
aansluitdoos;objectnaam;non-descriptor;"";"";""
schoensmeer;materiaal$objectnaam$trefwoord;descriptor;https://www.wikidata.org/entity/;Q913617;""
aanduidingsbordjes;objectnaam;descriptor;"";"";""
monumenten;trefwoord$motief;descriptor;http://vocab.getty.edu/aat/;300006958;""
kiesurne;objectnaam;descriptor;"";"";""
geschreven;soort opschrift;niet gedefinieerd;"";"";""
ingestampt;soort opschrift;niet gedefinieerd;"";"";""
ingeponst;soort opschrift;niet gedefinieerd;"";"";""
Op glas gedrukt;soort opschrift;niet gedefinieerd;"";"";""
textielindustrie;trefwoord$motief$onderwerp;descriptor;https://www.wikidata.org/entity/;Q607081;""
schuifmaat;objectnaam;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300224970$Q12408;""
petriglas;objectnaam;descriptor;https://www.wikidata.org/entity/;Q81714;""
waterpas;objectnaam;descriptor;https://www.wikidata.org/entity/;Q207988;""
bel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300041872;""
klomp;objectnaam;niet gedefinieerd;"";"";""
sierspeld;objectnaam;descriptor;http://vocab.getty.edu/aat/;300046006;Sieraden die voornamelijk of gedeeltelijk bestaan uit een puntige, insteekbare metaaldraad of pin. 
Ureummeter;objectnaam;niet gedefinieerd;"";"";""
urinometer;objectnaam;descriptor;http://vocab.getty.edu/aat/;300432005;""
densimeter;objectnaam;descriptor;http://vocab.getty.edu/aat/;300196387;""
Lokeren;geografisch trefwoord$motief$plaats$associatie;descriptor;http://vocab.getty.edu/tgn/;1026571;""
micrometer;objectnaam;descriptor;http://vocab.getty.edu/aat/$http://www.wikidata.org/entity/;300198990$Q12458;""
toerenteller;objectnaam$motief;descriptor;"";"";""
spinstok;objectnaam;descriptor;http://vocab.getty.edu/aat/;300263795;""
schietspoel;objectnaam$onderwerp;descriptor;http://vocab.getty.edu/aat/;300247548;Smalle gepunte voorwerpen bij het weven gebruikt om het inslaggaren heen en weer te halen, tussen de kettingdraden door. 
optische instrumenten;trefwoord;descriptor;http://vocab.getty.edu/aat/;300024585;""
proefbuishouder;objectnaam;niet gedefinieerd;"";"";""
pipet;objectnaam;descriptor;http://vocab.getty.edu/aat/;300395564;""
etiket op doos;soort opschrift;niet gedefinieerd;"";"";""
etiket op glas;soort opschrift;niet gedefinieerd;"";"";""
etiket op flesje;soort opschrift;niet gedefinieerd;"";"";""
kappersstoel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300038132;""
Desteldonk;plaats$geografisch trefwoord;descriptor;http://vocab.getty.edu/tgn/;7246188;""
microgolfoven;objectnaam;non-descriptor;http://vocab.getty.edu/aat/;300200798;Elektrische ovens die hoogfrequente elektromagnetische golven produceren en worden gebruikt voor het verwarmen of bereiden van voedsel.
koffer;objectnaam$inscriptie positie;descriptor;http://vocab.getty.edu/aat/;300039119;Kleine kisten voor het opbergen van kostbaarheden. Ze kunnen ook als zitplaats of tafel dienen. 
WC-pot;objectnaam;non-descriptor;"";"";""
conditioneerapparaat;objectnaam;niet gedefinieerd;"";"";""
Aalter;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1026272;""
filmcassette;objectnaam;descriptor;http://vocab.getty.edu/aat/;300400773;Frame waarin fotografische film wordt vastgezet alvorens het in een camera of onder een scanner te schuiven. De vorm en grootte van het frame hangt af van het formaat van de film. 
lichttoorts;objectnaam;niet gedefinieerd;"";"";""
Op verpakking gedrukt;soort opschrift;niet gedefinieerd;"";"";""
meettoestellen;trefwoord$motief$objectnaam$objectcategorie$onderwerp;non-descriptor;"";"";""
deurbel;objectnaam;descriptor;http://vocab.getty.edu/aat/;300052739;Bellen, gongen, zoemers of sets belletjes die in een gebouw klinken wanneer ze, meestal met een knop die zich nabij een ingang bevindt, worden geactiveerd. 
bandopnemer;objectnaam;non-descriptor;"";"";""
proefbuis;objectnaam;descriptor;https://www.wikidata.org/entity/;Q88399897;""
Warwickshire;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7008178;""
microfoon;objectnaam$inscriptie positie;descriptor;http://vocab.getty.edu/aat/;300266322;""
koptelefoon;objectnaam;descriptor;http://vocab.getty.edu/aat/;300266751;Kleine luidsprekers die men op het hoofd draagt voor telecommunicatie of om naar muziek te luisteren. 
voorversterker;objectnaam;niet gedefinieerd;"";"";""
bandopnemertape;objectnaam;niet gedefinieerd;"";"";""
versterker;objectnaam;descriptor;http://vocab.getty.edu/aat/;300024543;""
audiokabels;objectnaam;descriptor;"";"";""
geluidsdraad;objectnaam;descriptor;"";"";""
stroomschakelaar;objectnaam$inscriptie positie;descriptor;http://vocab.getty.edu/aat/;300050682;""
pèse-sirop;objectnaam;niet gedefinieerd;"";"";""
weeghaak;objectnaam;descriptor;https://www.wikidata.org/entity/;Q772032;""
pèse;objectnaam;niet gedefinieerd;"";"";""
Schönaich;geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;1041050;""
mengkastje;objectnaam;descriptor;"";"";""
micronaire;objectnaam;niet gedefinieerd;"";"";""
Dayton (Ohio);geografisch trefwoord$plaats;descriptor;http://vocab.getty.edu/tgn/;7013511;""
broderie anglaise;techniek;descriptor;http://vocab.getty.edu/aat/;300264695;""
haken (handwerktechniek);techniek;descriptor;http://vocab.getty.edu/aat/;300053632;Textieltechniek waarbij lussen met elkaar verbonden worden, gebruik makend van een enkele draad of koord en een enkele haaknaald. 
wijnpers;objectnaam;descriptor;http://vocab.getty.edu/aat/;300203675;""
onderbroek;objectnaam;descriptor;http://vocab.getty.edu/aat/;300220740;Kledingstukken die op het lichaam en onder basiskleding worden gedragen, met openingen voor de benen of korte of lange pijpen.
flanel;materiaal;descriptor;http://vocab.getty.edu/aat/;300132886;""
luier;objectnaam;descriptor;http://vocab.getty.edu/aat/;300210599;""
